Siruta,Localitate,Diferenta_Barbati_Femei
176301,Gugesti,-9762.85
122668,Gheraesti,-9786.05
76040,Cosmesti,-9786.05
132681,Ciorani,-9788.95
171325,Mihaesti,-9799.1
36756,Corni,-9803.45
103032,Oras Fundulea,-9809.25
22898,Helegiu,-9812.15
105419,Stefanestii De Jos,-9819.4
47453,Merei,-9820.85
177236,Paunesti,-9825.2
120824,Savinesti,-9828.1
102106,Comana,-9838.25
55473,Aghiresu,-9844.05
93370,Dor Marunt,-9873.05
67737,I. L. Caragiale,-9874.5
30274,Osorhei,-9875.95
138084,Mediesu Aurit,-9922.35
158653,Sanandrei,-9922.35
98202,Mosna,-9936.85
161179,Sarichioi,-9936.85
12643,Vinga,-9955.7
4927,Ighiu,-9957.15
76406,Ghidigeni,-9958.6
103513,Gruiu,-9964.4
136134,Varbilau,-9977.45
20359,Letea Veche,-10009.35
66474,Bucsani,-10052.85
85341,Praid,-10087.65
36131,Albesti,-10103.6
168041,Oras Horezu,-10180.45
180064,Barbulesti,-10187.7
29092,Diosig,-10247.15
31716,Tileagd,-10252.95
22781,Garleni,-10292.1
149968,Preutesti,-10313.85
60721,Tuzla,-10316.75
153543,Peretu,-10332.7
43411,Oras Insuratei,-10341.4
82430,Oras Tismana,-10344.3
158699,Sanmihaiu Roman,-10344.3
73335,Motatei,-10366.05
21123,Asau,-10373.3
132404,Brebu,-10376.2
11398,Macea,-10390.7
119242,Oras Sarmasu,-10416.8
21855,Cleja,-10421.15
65477,Sotanga,-10455.95
167794,Oras Brezoi,-10460.3
157246,Giarmata,-10471.9
146281,Ipotesti,-10500.9
104546,Peris,-10508.15
77402,Umbraresti,-10587.9
67595,Gura Ocnitei,-10602.4
138039,Oras Livada,-10644.45
120922,Horia,-10669.1
178377,Vidra,-10701.0
147786,Cornu Luncii,-10714.05
75472,Oras Targu Bujor,-10722.75
101804,Chirnogi,-10722.75
40955,Feldioara,-10750.3
77910,Balesti,-10754.65
151022,Veresti,-10770.6
26840,Oras Stei,-10779.3
105623,Ulmi,-10790.9
136848,Oras Ardud,-10818.45
105160,Snagov,-10819.9
146904,Baia,-10853.25
153507,Orbeasca,-10880.8
157834,Mosnita Noua,-10901.1
8096,Oras Teius,-10902.55
119894,Oras Ungheni,-10924.3
137069,Bixad,-10946.05
48744,Oras Pogoanele,-10951.85
146860,Arbore,-10954.75
109265,Oras Ulmeni,-10959.1
156801,Oras Faget,-10995.35
104136,Oras Mihailesti,-11027.25
76157,Cudalbi,-11054.8
1455,Oras Campeni,-11062.05
155458,Oras Deta,-11080.9
83749,Oras Vlahita,-11091.05
21506,Blagesti,-11091.05
122347,Doljesti,-11092.5
65609,Oras Fieni,-11095.4
98998,Scobinti,-11115.7
97679,Letcani,-11134.55
79004,Balteni,-11170.8
13276,Bradu,-11185.3
77331,Tulucesti,-11214.3
101458,Oras Budesti,-11220.1
75953,Corod,-11233.15
48325,Oras Patarlagele,-11238.95
139740,Oras Cehu Silvaniei,-11249.1
176445,Homocea,-11266.5
75258,Munteni,-11291.15
147134,Bosanci,-11302.75
179463,Mogosoaia,-11310.0
149316,Malini,-11370.9
38063,Mihai Eminescu,-11427.45
133330,Floresti,-11446.3
100834,Afumati,-11478.2
83464,Oras Balan,-11499.95
120888,Cordun,-11502.85
60570,Agigea,-11508.65
39872,Vorona,-11523.15
177655,Slobozia Bradului,-11526.05
33248,Feldru,-11547.8
150588,Udesti,-11556.5
1936,Oras Zlatna,-11562.3
96478,Cotnari,-11572.45
30568,Popesti,-11586.95
109176,Oras Somcuta Mare,-11598.55
9627,Oras Nadlac,-11602.9
92836,Oras Amara,-11602.9
102543,1 Decembrie,-11623.2
70502,Oras Segarcea,-11640.6
106461,Oras Tautii-Magheraus,-11673.95
104831,Roata De Jos,-11682.65
66857,Corbii Mari,-11697.15
60534,Oras Techirghiol,-11710.2
179347,Glina,-11718.9
100219,Voinesti,-11739.2
36060,Oras Saveni,-11749.35
33621,Maieru,-11759.5
82617,Oras Turceni,-11769.65
9654,Oras Pancota,-11782.7
21196,Balcani,-11784.15
132075,Aricestii Rahtivani,-11785.6
24631,Poduri,-11818.95
145827,Oras Talmaciu,-11846.5
99673,Tibana,-11856.65
100969,Balotesti,-11984.25
92961,Borcea,-12014.7
98505,Popricani,-12016.15
130712,Brazi,-12024.85
164981,Oras Murgeni,-12030.65
139170,Turt,-12042.25
99780,Tibanesti,-12042.25
120771,Dumbrava Rosie,-12074.15
133214,Filipestii De Targ,-12077.05
31789,Tinca,-12117.65
155403,Oras Buzias,-12139.4
24766,Racaciuni,-12149.55
155261,Dumbravita,-12155.35
105936,Vidra,-12181.45
97241,Grajduri,-12193.05
134942,Puchenii Mari,-12216.25
114382,Sancraiu De Mures,-12227.85
9459,Oras Chisineu-Cris,-12233.65
66697,Cojasca,-12256.85
102570,Domnesti,-12301.8
102794,Floresti-Stoenesti,-12471.45
123914,Raucesti,-12472.9
120968,Oras Bicaz,-12513.5
123479,Piatra Soimului,-12514.95
158564,Sacalaz,-12564.25
178821,Vulturu,-12578.75
143806,Oras Dumbraveni,-12593.25
57902,Gilau,-12620.8
78329,Oras Targu Carbunesti,-12628.05
9495,Oras Curtici,-12638.2
125016,Vanatori-Neamt,-12649.8
73996,Sadova,-12664.3
45101,Berca,-12696.2
93487,Dragalina,-12699.1
65431,Razvad,-12722.3
66198,Baleni,-12735.35
67407,Dragomiresti,-12738.25
130678,Blejoi,-12777.4
47373,Maracineni,-12806.4
40465,Oras Victoria,-12822.35
167909,Oras Calimanesti,-12842.65
179310,Dobroesti,-12884.7
101298,Branesti,-13018.1
68468,Potlogi,-13038.4
123521,Pipirig,-13128.3
131443,Oras Plopeni,-13167.45
12368,Siria,-13170.35
50102,Vernesti,-13196.45
98685,Raducaneni,-13409.6
143557,Selimbar,-13416.85
175055,Oras Panciu,-13477.75
108348,Moisei,-13477.75
42003,Tarlungeni,-13480.65
50889,Oras Anina,-13547.35
63447,Oras Baraolt,-13580.7
63580,Oras Intorsura Buzaului,-13583.6
168372,Oras Babeni,-13627.1
13757,Oras Topoloveni,-13686.55
147633,Oras Cajvana,-13732.95
61318,Cobadin,-13773.55
23797,Oituz,-13788.05
158314,Oras Recas,-13809.8
136642,Oras Tasnad,-13809.8
121732,Borlesti,-13856.2
9538,Oras Ineu,-13892.45
108963,Oras Seini,-13927.25
41667,Prejmer,-13949.0
55446,Oras Huedin,-13966.4
175019,Oras Odobesti,-13991.05
148426,Dumbraveni,-14004.1
130552,Barcanesti,-14060.65
49956,Vadu Pasii,-14085.3
146655,Oras Siret,-14111.4
117827,Oras Iernut,-14173.75
75766,Brahasesti,-14227.4
87139,Oras Uricani,-14283.95
20466,Margineni,-14301.35
167179,Zorleni,-14331.8
131210,Oras Busteni,-14365.15
124634,Tamaseni,-14395.6
25068,Sascut,-14568.15
23715,Nicolae Balcescu,-14617.45
79308,Oras Bumbesti-Jiu,-14627.6
114417,Sangeorgiu De Mures,-14701.55
76601,Ivesti,-14795.8
130892,Targsoru Vechi,-14821.9
108473,Poienile De Sub Munte,-14878.45
109826,Simian,-14903.1
62191,Mihail Kogalniceanu,-14937.9
124117,Oras Roznov,-14974.15
101742,Cernica,-14991.55
149227,Oras Liteni,-15020.55
66081,Oras Titu,-15023.45
179409,Oras Magurele,-15029.25
179383,Jilava,-15075.65
161856,Oras Negresti,-15180.05
146370,Oras Salcea,-15209.05
96815,Deleni,-15243.85
13187,Bascov,-15258.35
133161,Filipestii De Padure,-15284.45
114854,Oras Sovata,-15307.65
92587,Modelu,-15361.3
63152,Lumina,-15385.95
13668,Oras Costesti,-15430.9
159650,Oras Babadag,-15451.2
73736,Poiana Mare,-15478.75
134096,Maneciu,-15481.65
83525,Oras Cristuru Secuiesc,-15661.45
55838,Baciu,-15680.3
26582,Sanmartin,-15680.3
87576,Oras Hateg,-15800.65
135949,Valea Calugareasca,-15835.45
146432,Scheia,-15889.1
76674,Liesti,-15919.55
60455,Oras Eforie,-15929.7
98373,Oras Podu Iloaiei,-16000.75
32027,Oras Valea Lui Mihai,-16026.85
149290,Marginea,-16038.45
43331,Oras Ianca,-16079.05
159730,Oras Macin,-16095.0
155314,Giroc,-16164.6
15108,Calinesti,-16180.55
47916,Oras Nehoiu,-16257.4
130785,Bucov,-16276.25
60801,Oras Harsova,-16284.95
26699,Oras Alesd,-16374.85
22380,Dofteana,-16393.7
63526,Oras Covasna,-16447.35
76969,Pechea,-16506.8
9574,Oras Lipova,-16524.2
110116,Oras Strehaia,-16537.25
148006,Oras Dolhasca,-16624.25
26804,Municipiul Beius,-16641.65
95872,Belcesti,-16695.3
131540,Oras Sinaia,-16733.0
131069,Oras Boldesti-Scaeni,-16811.3
131620,Oras Urlati,-16869.3
62360,Oras Murfatlar,-16891.05
32599,Oras Sangeorz-Bai,-16938.9
151905,Oras Videle,-17059.25
32544,Oras Nasaud,-17117.25
124206,Sabaoani,-17257.9
55687,Apahida,-17294.15
37280,Oras Flamanzi,-17317.35
139811,Oras Jibou,-17346.35
125622,Oras Draganesti-Olt,-17437.7
128711,Oras Scornicesti,-17501.5
143682,Oras Agnita,-17513.1
72007,Oras Dabuleni,-17662.45
32483,Oras Beclean,-17885.75
95355,Oras Harlau,-18022.05
131336,Oras Comarnic,-18096.0
76692,Matca,-18185.9
30915,Oras Sacueni,-18393.25
51207,Oras Otelu Rosu,-18407.75
35946,Oras Darabani,-18548.4
110063,Municipiul Orsova,-18761.55
9397,Vladimirescu,-18823.9
20965,Oras Targu Ocna,-19044.3
106817,Oras Targu Lapus,-19167.55
87424,Oras Calan,-19369.1
51118,Oras Oravita,-19373.45
174922,Oras Marasesti,-19489.45
51056,Oras Moldova Noua,-19662.0
155494,Oras Jimbolia,-19751.9
131817,Oras Valenii De Munte,-19760.6
82895,Oras Rovinari,-19809.9
101190,Oras Bolintin-Vale,-19889.65
95293,Tomesti,-20205.75
87665,Oras Simeria,-20213.0
11584,Oras Pecica,-20479.8
61620,Cumpana,-20617.55
96254,Ciurea,-21010.5
95471,Oras Targu Frumos,-21159.85
1794,Oras Ocna Mures,-21229.45
155528,Oras Sannicolau Mare,-21310.65
63125,Valu Lui Traian,-21346.9
22166,Oras Darmanesti,-21426.65
95159,Holboca,-21584.7
179285,Oras Chitila,-21794.95
179481,Oras Otopeni,-21838.45
13392,Oras Stefanesti,-22095.1
65681,Oras Gaesti,-22251.7
65921,Oras Pucioasa,-22331.45
151978,Oras Zimnicea,-22395.25
60687,Oras Ovidiu,-22649.0
12091,Oras Santana,-22672.2
144054,Oras Avrig,-22727.3
97919,Miroslava,-22749.05
87291,Municipiul Brad,-23108.65
83632,Municipiul Toplita,-23260.9
151095,Oras Vicovu De Sus,-23455.2
131407,Oras Mizil,-23919.2
131103,Oras Breaza,-24310.7
136599,Oras Negresti-Oas,-24484.7
92765,Oras Tandarei,-24638.4
146584,Oras Gura Humorului,-24757.3
106684,Oras Baia Sprie,-24781.95
179249,Chiajna,-24818.2
146744,Municipiul Vatra Dornei,-24919.7
179221,Oras Bragadiru,-24929.85
139884,Oras Simleu Silvaniei,-25259.0
100683,Municipiul Urziceni,-25376.45
114710,Oras Ludus,-25528.7
40367,Oras Rasnov,-25686.75
106979,Oras Viseu De Sus,-26347.95
26877,Municipiul Marghita,-26465.4
125542,Oras Corabia,-26482.8
70414,Oras Filiasi,-26736.55
70352,Municipiul Calafat,-26885.9
130981,Oras Baicoi,-27657.3
50969,Oras Bocsa,-27782.0
143735,Oras Cisnadie,-28035.75
60776,Oras Cernavoda,-28131.45
26975,Municipiul Salonta,-28131.45
70316,Municipiul Bailesti,-29023.2
83561,Municipiul Gheorgheni,-29044.95
146502,Municipiul Campulung Moldovenesc,-29229.1
63740,Municipiul Targu Secuiesc,-29407.45
65841,Municipiul Moreni,-29759.8
174860,Municipiul Adjud,-29793.15
20778,Oras Buhusi,-30215.1
167981,Municipiul Dragasani,-30429.7
1348,Municipiul Blaj,-30441.3
125418,Oras Bals,-30719.7
121055,Oras Targu Neamt,-31984.1
100576,Oras Buftea,-32092.85
87638,Municipiul Orastie,-32767.1
78141,Municipiul Motru,-33270.25
55384,Municipiul Gherla,-33705.25
20821,Oras Comanesti,-34885.55
136526,Municipiul Carei,-35671.45
20876,Municipiul Moinesti,-35836.75
87077,Oras Petrila,-36438.5
40241,Municipiul Codlea,-37830.5
1213,Municipiul Aiud,-38161.1
114925,Municipiul Tarnaveni,-38425.0
40492,Oras Zarnesti,-38616.4
1696,Oras Cugir,-38813.6
179515,Oras Pantelimon,-38945.55
87059,Municipiul Lupeni,-39419.7
179533,Oras Popesti Leordeni,-40424.55
57706,Floresti,-40836.35
55357,Municipiul Campia Turzii,-41061.1
100610,Municipiul Oltenita,-41084.3
87175,Municipiul Vulcan,-41980.4
106746,Oras Borsa,-43327.45
151683,Municipiul Turnu Magurele,-43520.3
161829,Municipiul Husi,-44248.2
51010,Municipiul Caransebes,-44264.15
36006,Municipiul Dorohoi,-45444.45
146539,Municipiul Falticeni,-45837.4
1874,Municipiul Sebes,-47200.4
151870,Municipiul Rosiori De Vede,-47323.65
146628,Municipiul Radauti,-48179.15
13622,Municipiul Curtea De Arges,-48486.55
114514,Municipiul Sighisoara,-49662.5
13301,Oras Mioveni,-50110.55
125472,Municipiul Caracal,-51086.4
92701,Municipiul Fetesti,-51596.8
40438,Municipiul Sacele,-52285.55
13490,Municipiul Campulung,-53584.75
131256,Municipiul Campina,-54482.3
114809,Municipiul Reghin,-55443.65
83133,Municipiul Odorheiu Secuiesc,-55955.5
55008,Municipiul Dej,-56529.7
40278,Municipiul Fagaras,-57985.5
179551,Oras Voluntari,-58772.85
44845,Municipiul Ramnicu Sarat,-59236.85
60507,Oras Navodari,-60454.85
83320,Municipiul Miercurea Ciuc,-61088.5
60482,Municipiul Mangalia,-61243.65
86990,Municipiul Petrosani,-62667.55
95391,Municipiul Pascani,-62905.35
106559,Municipiul Sighetu Marmatiei,-64010.25
75203,Municipiul Tecuci,-65956.15
60847,Municipiul Medgidia,-66853.7
155350,Municipiul Lugoj,-69218.65
151790,Municipiul Alexandria,-75595.75
20563,Municipiul Onesti,-76326.55
92658,Municipiul Slobozia,-77019.65
55259,Municipiul Turda,-83144.45
143619,Municipiul Medias,-84980.15
63394,Municipiul Sfantu Gheorghe,-94421.1
100521,Municipiul Giurgiu,-100202.25
139704,Municipiul Zalau,-101292.65
86687,Municipiul Deva,-102161.2
120860,Municipiul Roman,-102583.15
2915,Oras Baia De Aries,-105502.59999999999
161794,Municipiul Barlad,-105742.7
86810,Municipiul Hunedoara,-107704.55
92569,Municipiul Calarasi,-112715.75
125347,Municipiul Slatina,-122659.85
50790,Municipiul Resita,-128488.85
159614,Municipiul Tulcea,-130133.15
32394,Municipiul Bistrita,-135451.75
65342,Municipiul Targoviste,-135757.7
174744,Municipiul Focsani,-136987.3
77812,Municipiul Targu Jiu,-140486.15
161945,Municipiul Vaslui,-142330.55
109773,Municipiul Drobeta-Turnu Severin,-159108.5
120726,Municipiul Piatra-Neamt,-167285.05
146263,Municipiul Suceava,-169165.7
167473,Municipiul Ramnicu Valcea,-172306.4
35731,Municipiul Botosani,-177527.85
136483,Municipiul Satu Mare,-177712.0
44818,Municipiul Buzau,-196709.9
1071,Ciugud,-196882.35
106318,Municipiul Baia Mare,-214450.65
114319,Municipiul Targu Mures,-217914.7
143450,Municipiul Sibiu,-246326.0
13169,Municipiul Pitesti,-256364.35
9262,Municipiul Arad,-259774.75
20297,Municipiul Bacau,-286174.9
42682,Municipiul Braila,-305513.55
26564,Municipiul Oradea,-323132.5
130534,Municipiul Ploiesti,-338954.9
40198,Municipiul Brasov,-421884.75
75098,Municipiul Galati,-441684.5
69900,Municipiul Craiova,-443621.7
60419,Municipiul Constanta,-461062.3
54975,Municipiul Cluj-Napoca,-466778.2
155243,Municipiul Timisoara,-483154.5
95060,Municipiul Iasi,-526802.4
179132,Municipiul Bucuresti,-3055728.55
